gene_id	ERR2618237	ERR2618240	ERR2618236	ERR2618238	ERR2618241	ERR2618239
AT1G01010	157	48	132	105	81	100
AT1G01020	248	223	222	209	169	197
AT1G01030	128	183	87	103	134	136
AT1G01040	1212	436	889	833	839	1003
AT1G01046	5	0	19	7	7	7
AT1G01050	1207	1389	983	1070	1029	1140
AT1G01060	30	217	12	33	469	473
AT1G01070	200	128	130	139	196	146
AT1G01080	1337	2024	1024	1418	1950	1962
AT1G01090	4294	5753	3344	4910	5023	5799
AT1G01100	2228	5139	1560	2043	2256	2040
AT1G01110	166	25	160	172	61	74
AT1G01120	728	554	630	590	1156	1040
AT1G01130	49	45	45	41	29	29
AT1G01140	2576	624	2064	1184	990	1412
AT1G01150	8	4	0	2	0	1
AT1G01160	870	516	652	700	635	673
AT1G01170	699	1136	540	583	466	629
AT1G01180	207	247	163	223	167	257
AT1G01183	0	0	0	0	1	0
AT1G01190	13	15	26	12	17	13
AT1G01200	16	5	8	11	11	6
AT1G01210	221	138	182	202	135	171
AT1G01220	555	225	416	493	527	479
AT1G01225	47	36	30	32	44	51
AT1G01230	561	462	440	473	373	484
AT1G01240	913	834	747	819	424	828
AT1G01250	32	1	48	11	8	9
AT1G01260	565	135	415	526	248	344
AT1G01270	0	0	0	0	0	0
AT1G01280	0	0	0	0	0	0
AT1G01290	302	198	229	278	240	256
AT1G01300	1662	919	1516	1444	1565	1440
AT1G01305	0	0	0	0	0	0
AT1G01310	9	0	4	4	1	1
AT1G01320	7934	2771	6203	8042	9443	8901
AT1G01335	0	0	0	0	0	0
AT1G01340	152	48	124	194	59	59
AT1G01350	459	360	322	416	382	494
AT1G01355	0	0	1	2	2	0
AT1G01360	280	118	214	197	101	190
AT1G01370	59	73	41	52	78	59
AT1G01380	24	18	19	10	23	12
AT1G01390	26	28	22	40	56	56
AT1G01400	0	0	0	0	1	0
AT1G01410	0	0	0	0	0	0
AT1G01420	217	139	168	144	159	158
AT1G01430	1690	1777	1367	1442	2093	2267
AT1G01440	521	202	391	459	440	596
AT1G01448	300	175	164	161	154	208
AT1G01450	1	0	0	1	0	0
AT1G01453	5	0	3	3	0	0
AT1G01460	0	0	0	0	0	0
AT1G01470	2801	602	2220	1188	519	497
AT1G01480	21	5	7	13	6	3
AT1G01490	3307	7956	2262	3257	2636	3753
AT1G01500	278	227	268	319	242	266
AT1G01510	704	420	536	787	862	964
AT1G01520	18	2	24	4	17	17
AT1G01530	2	1	0	0	1	1
AT1G01540	1398	1012	1032	1284	1270	1808
AT1G01550	3706	1827	2990	3259	2843	3210
AT1G01560	134	4	127	125	6	5
AT1G01570	25	11	24	20	24	16
AT1G01580	13	13	18	12	21	11
AT1G01590	6	2	4	1	2	9
AT1G01600	100	171	84	90	139	152
AT1G01610	751	1076	646	646	1487	1301
AT1G01620	7293	8619	5928	6404	5958	8316
AT1G01630	912	1493	733	851	1572	1461
AT1G01640	69	22	53	35	25	33
AT1G01650	762	248	549	521	340	302
AT1G01660	27	21	23	17	15	11
AT1G01670	21	5	27	24	8	14
AT1G01680	9	4	9	3	13	15
AT1G01690	130	77	75	113	182	141
AT1G01695	9	2	4	7	3	8
AT1G01700	105	30	65	62	66	58
AT1G01710	873	584	749	709	707	710
AT1G01715	112	83	79	60	84	81
AT1G01720	1474	456	1189	492	622	650
AT1G01725	214	170	121	146	74	112
AT1G01730	616	359	441	449	289	360
AT1G01740	131	50	101	105	120	105
AT1G01750	15	5	19	7	6	9
AT1G01760	51	10	43	73	62	88
AT1G01770	812	578	530	617	687	755
AT1G01780	452	600	302	297	272	354
AT1G01790	1074	968	890	1122	1872	2739
AT1G01800	756	719	678	667	667	788
AT1G01810	7	6	8	16	3	6
AT1G01820	1382	817	1048	1270	665	884
AT1G01830	485	359	389	315	475	437
AT1G01840	2	7	1	4	6	4
AT1G01860	196	93	166	158	195	230
AT1G01870	0	0	0	0	0	0
AT1G01880	73	60	75	69	67	81
AT1G01890	1	0	0	0	0	0
AT1G01900	78	10	85	56	103	93
AT1G01910	674	560	506	637	696	813
AT1G01920	578	231	370	525	370	455
AT1G01930	477	360	333	429	496	630
AT1G01940	301	448	235	293	393	349
AT1G01950	607	200	423	518	461	553
AT1G01960	2002	607	1687	2182	2678	2885
AT1G01970	475	362	401	426	512	507
AT1G01980	0	0	1	2	0	0
AT1G01990	720	426	542	686	351	627
AT1G02000	245	159	210	189	212	234
AT1G02010	314	73	285	206	182	216
AT1G02020	342	146	260	295	326	363
AT1G02030	8	5	3	0	1	4
AT1G02040	1	0	3	3	0	1
AT1G02050	293	143	220	199	153	189
AT1G02060	230	20	185	253	164	193
AT1G02065	104	21	62	69	48	67
AT1G02067	0	0	0	0	0	0
AT1G02070	12	17	8	14	3	9
AT1G02080	2750	458	2236	2386	2754	2989
AT1G02090	587	533	503	556	688	570
AT1G02100	988	660	769	895	653	825
AT1G02110	799	349	605	578	649	716
AT1G02120	1854	1027	1425	1538	1163	1499
AT1G02130	953	970	783	823	874	899
AT1G02140	1758	2191	1309	1521	1590	1429
AT1G02145	402	221	267	318	278	313
AT1G02150	1998	2631	1694	2016	2923	3141
AT1G02160	525	518	315	378	279	324
AT1G02170	683	568	494	532	538	542
AT1G02180	98	110	64	97	79	93
AT1G02190	8	11	2	8	6	10
AT1G02205	568	371	489	278	706	634
AT1G02210	0	0	0	0	0	0
AT1G02220	35	28	30	144	66	33
AT1G02230	21	0	8	8	2	0
AT1G02250	0	0	2	2	0	0
AT1G02260	416	130	279	310	158	241
AT1G02270	527	345	446	422	426	447
AT1G02280	1958	3259	1435	2033	2859	3029
AT1G02290	318	134	249	246	234	229
AT1G02300	609	304	463	486	243	344
AT1G02305	1944	1157	1510	1384	860	1092
AT1G02310	64	0	55	3	0	0
AT1G02320	0	0	0	0	0	0
AT1G02330	533	403	426	519	522	560
AT1G02335	67	87	68	60	155	117
AT1G02340	233	36	175	117	30	53
AT1G02350	54	52	37	41	34	35
AT1G02360	27	18	29	68	28	20
AT1G02370	151	112	152	208	171	153
AT1G02380	50	137	59	65	103	145
AT1G02390	101	1	91	18	6	6
AT1G02400	647	27	493	345	40	36
AT1G02405	7	6	12	8	6	8
AT1G02410	339	243	199	203	244	286
AT1G02420	22	1	6	14	17	17
AT1G02430	14	7	12	10	5	7
AT1G02440	3	0	1	0	0	1
AT1G02450	11	0	6	8	0	0
AT1G02460	21	4	13	14	18	6
AT1G02470	92	12	87	131	9	21
AT1G02475	1003	781	898	928	786	831
AT1G02480	0	0	0	0	0	0
AT1G02490	5	1	2	0	1	1
AT1G02500	9423	7095	7747	9063	8740	8917
AT1G02510	0	0	0	0	0	0
AT1G02520	37	2	35	17	18	20
AT1G02530	2	5	4	3	2	13
AT1G02540	0	0	0	0	0	0
AT1G02550	0	0	0	0	0	0
AT1G02560	3985	3971	3156	3656	4325	4249
AT1G02570	2	0	4	0	0	0
AT1G02575	0	0	0	0	0	2
AT1G02580	2	1	1	1	0	1
AT1G02590	0	0	0	0	0	0
AT1G02600	0	0	0	0	0	0
AT1G02610	239	518	176	349	248	518
AT1G02620	42	41	27	67	24	67
AT1G02630	5	7	8	13	5	5
AT1G02640	346	570	254	602	810	1323
AT1G02650	35	53	21	58	43	76
AT1G02660	1256	846	991	1619	740	1434
AT1G02670	61	44	41	74	90	108
AT1G02680	411	346	281	307	225	282
AT1G02690	171	183	153	226	365	261
AT1G02700	50	33	51	23	28	37
AT1G02705	51	37	33	22	50	53
AT1G02710	0	0	0	0	0	0
AT1G02720	271	162	195	219	297	273
AT1G02730	634	244	495	635	1343	943
AT1G02740	280	113	200	190	187	193
AT1G02750	222	220	184	202	247	236
AT1G02760	0	0	0	0	0	0
AT1G02770	8	8	11	11	4	3
AT1G02780	7920	11262	6050	8778	10866	9362
AT1G02790	0	0	0	2	0	0
AT1G02800	48	39	52	50	104	89
AT1G02810	20	9	23	20	10	17
AT1G02813	0	0	0	0	0	1
AT1G02816	387	436	292	319	296	395
AT1G02820	42	109	21	18	97	74
AT1G02830	0	0	0	0	0	0
AT1G02840	3010	1953	2145	2382	1498	2114
AT1G02850	2203	187	1627	696	367	334
AT1G02860	201	213	168	201	221	256
AT1G02870	511	492	418	525	491	457
AT1G02880	486	159	341	300	224	191
AT1G02890	1809	706	1438	1811	2127	2387
AT1G02900	57	78	51	56	55	62
AT1G02910	807	756	654	829	1101	1208
AT1G02920	842	380	535	2404	895	491
AT1G02930	1331	623	963	3596	1482	547
AT1G02940	1	2	5	12	8	4
AT1G02950	46	37	39	54	41	47
AT1G02952	0	0	0	0	0	0
AT1G02960	747	311	494	540	405	570
AT1G02965	0	0	0	0	0	0
AT1G02970	23	29	21	33	62	45
AT1G02980	0	1	0	0	0	0
AT1G02990	651	177	520	509	478	536
AT1G03000	752	296	556	697	808	909
AT1G03010	49	9	33	41	24	32
AT1G03020	160	13	111	30	19	13
AT1G03030	400	375	326	351	439	483
AT1G03040	1040	598	776	721	700	825
AT1G03050	0	3	0	0	0	0
AT1G03055	20	79	17	15	74	80
AT1G03060	1550	308	1212	1519	1492	1661
AT1G03070	22	3	8	5	9	4
AT1G03080	3184	804	2334	2539	2093	2387
AT1G03090	3121	1438	2448	4530	1792	4097
AT1G03100	65	24	23	49	43	28
AT1G03103	5	0	1	0	0	0
AT1G03106	14	0	26	0	1	0
AT1G03110	171	174	137	149	234	221
AT1G03120	13	11	0	9	4	13
AT1G03130	24026	36988	18701	26071	28083	48830
AT1G03140	1083	1188	820	1170	1144	1523
AT1G03150	431	633	311	427	349	490
AT1G03160	1259	700	1034	1180	1564	1632
AT1G03165	3	4	2	4	6	11
AT1G03170	24	15	19	15	21	47
AT1G03180	37	68	25	38	75	36
AT1G03190	224	90	160	196	185	171
AT1G03200	11	0	12	5	6	4
AT1G03210	249	268	163	257	200	277
AT1G03220	1386	820	1200	2029	1365	1190
AT1G03230	777	463	633	701	730	672
AT1G03240	1	0	0	0	0	4
AT1G03250	925	592	715	585	563	574
AT1G03260	192	172	193	185	156	173
AT1G03270	131	58	60	76	107	120
AT1G03280	868	562	702	740	642	686
AT1G03290	605	275	443	422	332	454
AT1G03300	0	0	0	0	0	0
AT1G03310	866	433	643	729	815	839
AT1G03320	6	8	6	3	8	9
AT1G03325	0	0	0	0	0	0
AT1G03330	402	481	260	360	301	368
AT1G03340	60	11	45	45	21	14
AT1G03350	875	784	642	853	847	874
AT1G03360	158	108	115	164	162	128
AT1G03365	591	374	452	590	551	668
AT1G03370	737	155	564	688	618	629
AT1G03380	1428	373	1021	1270	946	1305
AT1G03390	0	0	0	2	0	1
AT1G03395	0	0	0	0	0	0
AT1G03400	310	239	230	297	220	382
AT1G03410	184	85	120	107	39	120
AT1G03430	357	366	286	323	227	275
AT1G03440	341	297	295	273	365	351
AT1G03445	6	2	6	5	2	1
AT1G03457	185	239	160	174	286	273
AT1G03470	331	179	261	256	188	216
AT1G03475	3155	3453	2701	3360	3869	4001
AT1G03490	0	0	0	0	0	0
AT1G03495	105	52	55	72	65	66
AT1G03502	0	0	0	0	0	0
AT1G03506	0	3	0	2	2	5
AT1G03510	33	34	40	41	40	40
AT1G03515	0	0	0	0	0	0
AT1G03520	341	212	260	353	202	266
AT1G03530	494	204	377	430	437	382
AT1G03540	30	6	31	37	32	37
AT1G03545	31	6	32	27	21	24
AT1G03550	125	88	74	82	49	45
AT1G03560	264	155	200	258	247	302
AT1G03570	0	0	0	0	0	0
AT1G03590	506	435	421	492	557	682
AT1G03600	2777	7945	2238	3381	4350	5897
AT1G03610	651	689	562	753	658	802
AT1G03620	149	83	70	129	54	89
AT1G03630	1701	2420	1418	1649	3169	3514
