gene_id	ERR5671405	ERR5671406	ERR5671407	ERR5671408	ERR5671409	ERR5671410
ENSMUSG00000000003	0	0	0	0	0	0
ENSMUSG00000000031	213	555	662	5151	5943	3314
ENSMUSG00000000103	0	0	0	0	0	0
ENSMUSG00000000120	2	4	4	16	14	45
ENSMUSG00000000125	0	0	0	0	0	0
ENSMUSG00000000134	2467	2319	1950	2762	2689	2490
ENSMUSG00000000142	31	15	14	13	9	7
ENSMUSG00000000157	0	0	0	0	0	0
ENSMUSG00000000159	0	0	0	0	0	2
ENSMUSG00000000182	1	0	0	0	0	0
ENSMUSG00000000183	0	0	0	0	2	0
ENSMUSG00000000197	0	0	0	15	0	0
ENSMUSG00000000202	0	0	0	2	10	4
ENSMUSG00000000204	0	0	0	0	0	1
ENSMUSG00000000214	0	0	0	0	0	0
ENSMUSG00000000215	0	0	0	0	2	0
ENSMUSG00000000216	0	0	0	0	0	0
ENSMUSG00000000263	29	0	7	9	41	8
ENSMUSG00000000276	430	406	412	429	406	725
ENSMUSG00000000303	14	0	3	0	0	0
ENSMUSG00000000305	0	2	0	0	0	23
ENSMUSG00000000318	13	0	2	0	0	0
ENSMUSG00000000381	0	0	0	0	0	0
ENSMUSG00000000386	0	1	0	0	0	0
ENSMUSG00000000394	0	0	0	0	0	0
ENSMUSG00000000402	0	0	0	0	0	0
ENSMUSG00000000411	0	0	0	0	0	0
ENSMUSG00000000489	30	23	3	81	52	434
ENSMUSG00000000560	0	0	0	0	0	0
ENSMUSG00000000561	2346	2257	1642	2682	2459	3209
ENSMUSG00000000562	0	0	0	0	0	0
ENSMUSG00000000606	0	0	0	0	0	0
ENSMUSG00000000617	0	0	0	0	0	0
ENSMUSG00000000632	0	0	0	0	0	0
ENSMUSG00000000673	0	0	0	0	0	0
ENSMUSG00000000690	0	0	0	0	0	0
ENSMUSG00000000701	0	0	0	0	0	0
ENSMUSG00000000724	0	0	0	0	0	0
ENSMUSG00000000730	214	142	129	309	325	224
ENSMUSG00000000731	0	0	0	0	0	0
ENSMUSG00000000766	0	0	0	0	0	0
ENSMUSG00000000805	0	0	0	1	0	0
ENSMUSG00000000817	0	0	2	0	0	0
ENSMUSG00000000869	0	0	0	0	0	0
ENSMUSG00000000889	0	0	2	4	9	9
ENSMUSG00000000901	1743	1728	1463	1405	1844	1254
ENSMUSG00000000959	1770	1873	1293	1861	1683	1662
ENSMUSG00000000982	6	21	7	0	9	10
ENSMUSG00000000983	0	0	2	0	0	0
ENSMUSG00000001027	0	0	0	4	14	2
ENSMUSG00000001065	1092	1013	766	887	906	954
ENSMUSG00000001076	0	2	0	0	0	0
ENSMUSG00000001103	2	0	0	0	0	0
ENSMUSG00000001143	371	388	264	357	303	363
ENSMUSG00000001155	0	0	0	0	0	0
ENSMUSG00000001168	0	0	0	0	0	0
ENSMUSG00000001225	0	0	0	0	0	0
ENSMUSG00000001247	20	2	1	0	9	9
ENSMUSG00000001260	0	0	0	0	0	0
ENSMUSG00000001444	0	0	0	0	0	2
ENSMUSG00000001496	0	0	0	0	0	0
ENSMUSG00000001508	4	0	9	86	47	40
ENSMUSG00000001520	0	7	20	12	14	7
ENSMUSG00000001558	13	28	24	2	19	6
ENSMUSG00000001566	0	0	0	0	0	0
ENSMUSG00000001588	0	2	0	0	6	2
ENSMUSG00000001622	0	0	0	8	0	5
ENSMUSG00000001670	0	0	0	0	0	0
ENSMUSG00000001672	0	0	0	0	0	0
ENSMUSG00000001700	856	943	830	850	808	467
ENSMUSG00000001739	867	446	354	408	582	420
ENSMUSG00000001804	0	0	0	0	0	0
ENSMUSG00000001815	0	0	0	0	0	0
ENSMUSG00000001823	0	0	0	0	0	0
ENSMUSG00000001865	0	0	0	0	0	0
ENSMUSG00000001901	0	0	0	0	0	0
ENSMUSG00000001985	0	0	2	6	0	15
ENSMUSG00000001988	0	2	0	0	0	0
ENSMUSG00000002006	353	436	397	404	477	147
ENSMUSG00000002007	0	4	1	66	57	29
ENSMUSG00000002012	18	58	15	11	20	10
ENSMUSG00000002033	0	0	0	0	0	0
ENSMUSG00000002057	0	0	0	0	2	3
ENSMUSG00000002100	0	0	0	0	0	0
ENSMUSG00000002204	0	0	0	0	0	0
ENSMUSG00000002222	1293	1061	1377	795	1090	1022
