gene_id	ERR4231004	ERR4231005	ERR4231006	ERR4231007	ERR4231008	ERR4231009
ENSG00000000005	0	0	0	0	0	0
ENSG00000000971	167	49	68	257	57	359
ENSG00000001629	1014	686	731	1163	462	2413
ENSG00000002726	0	0	0	0	0	0
ENSG00000002745	2	1	1	1	0	1
ENSG00000002822	569	451	467	372	245	789
ENSG00000002933	0	0	0	0	0	0
ENSG00000003137	93	16	15	224	122	1015
ENSG00000003147	55	43	42	17	3	43
ENSG00000003436	590	483	629	1718	1089	4202
ENSG00000003989	0	0	0	0	0	0
ENSG00000004142	2314	1974	2187	3323	1786	6557
ENSG00000004799	0	0	0	0	0	0
ENSG00000004809	0	0	0	0	0	0
ENSG00000004846	0	0	0	0	0	0
ENSG00000004939	0	0	0	0	0	0
ENSG00000005108	0	0	0	0	0	0
ENSG00000005381	0	0	0	0	0	0
ENSG00000005421	0	0	0	0	0	0
ENSG00000005981	0	0	0	0	0	0
ENSG00000006042	0	0	0	0	0	0
ENSG00000006059	0	0	0	0	0	0
ENSG00000006071	0	0	0	0	0	0
ENSG00000006116	0	0	0	0	0	0
ENSG00000006128	0	0	0	0	0	0
ENSG00000006210	0	0	0	0	0	0
ENSG00000006283	0	2	1	5	1	13
ENSG00000006555	0	0	0	0	0	0
ENSG00000006606	0	0	0	4	0	4
ENSG00000006611	0	0	0	0	0	0
ENSG00000006625	409	429	485	387	186	645
ENSG00000006659	0	0	0	0	0	0
ENSG00000006788	0	0	0	0	0	0
ENSG00000007001	0	0	0	0	0	0
ENSG00000007038	0	0	0	0	0	0
ENSG00000007129	0	0	0	0	0	0
ENSG00000007171	0	0	0	0	0	0
ENSG00000007216	0	0	0	0	0	0
ENSG00000007306	0	0	0	0	0	0
ENSG00000007312	0	0	0	0	0	0
ENSG00000007314	0	0	0	0	0	0
ENSG00000007350	0	0	0	0	0	0
ENSG00000007372	435	359	336	467	202	655
ENSG00000008118	0	0	0	0	0	0
ENSG00000008196	0	0	0	0	0	0
ENSG00000008197	0	0	0	0	0	0
ENSG00000008323	10	6	3	25	12	63
ENSG00000008394	0	0	0	0	0	0
ENSG00000008438	2	8	2	1	0	8
ENSG00000009709	0	0	0	0	0	0
ENSG00000009724	18	22	10	7	6	13
ENSG00000009765	0	0	0	0	0	0
ENSG00000010282	0	0	0	0	0	0
ENSG00000010295	0	1	5	0	2	10
ENSG00000010310	0	1	0	0	2	14
ENSG00000010379	0	0	0	0	0	0
ENSG00000011052	0	0	0	0	0	0
ENSG00000011083	0	0	0	0	0	0
ENSG00000011201	118	136	197	21	16	123
ENSG00000011465	7	6	5	32	16	99
ENSG00000011600	0	0	0	0	0	0
ENSG00000012061	1098	990	997	982	530	1972
ENSG00000012223	0	0	0	3	2	5
ENSG00000012817	0	0	0	0	0	0
ENSG00000013293	0	0	0	0	0	0
ENSG00000013441	606	725	633	501	334	1367
ENSG00000013588	551	344	392	1244	1032	4729
ENSG00000015520	0	0	0	2	4	9
ENSG00000015592	3	5	0	5	8	20
ENSG00000016602	0	0	0	0	0	0
ENSG00000017427	0	0	0	0	0	0
ENSG00000018236	0	0	0	0	0	0
ENSG00000018607	0	0	0	0	0	0
ENSG00000018869	14	3	12	2	7	29
ENSG00000019169	0	0	0	0	0	0
ENSG00000019186	0	0	0	0	1	13
ENSG00000019505	0	0	0	0	0	0
ENSG00000019991	0	0	0	0	2	9
ENSG00000020219	0	0	0	0	0	0
ENSG00000021355	0	0	0	0	1	9
ENSG00000021461	0	0	0	0	0	0
ENSG00000021488	1	7	0	1	6	5
ENSG00000021852	0	0	0	0	0	0
ENSG00000022355	0	0	0	0	0	0
ENSG00000022556	0	1	0	2	0	0
ENSG00000023041	842	746	745	1124	617	2239
ENSG00000023171	17	7	8	37	3	37
