gene_id	ERR2618237	ERR2618240	ERR2618236	ERR2618238	ERR2618241	ERR2618239
AT1G01046	5	0	19	7	7	7
AT1G01060	30	217	12	33	469	473
AT1G01070	200	128	130	139	196	146
AT1G01130	49	45	45	41	29	29
AT1G01225	47	36	30	32	44	51
AT1G01250	32	1	48	11	8	9
AT1G01270	0	0	0	0	0	0
AT1G01280	0	0	0	0	0	0
AT1G01305	0	0	0	0	0	0
AT1G01335	0	0	0	0	0	0
AT1G01350	459	360	322	416	382	494
AT1G01390	26	28	22	40	56	56
AT1G01410	0	0	0	0	0	0
AT1G01460	0	0	0	0	0	0
AT1G01560	134	4	127	125	6	5
AT1G01640	69	22	53	35	25	33
AT1G01680	9	4	9	3	13	15
AT1G01760	51	10	43	73	62	88
AT1G01870	0	0	0	0	0	0
AT1G02010	314	73	285	206	182	216
AT1G02067	0	0	0	0	0	0
AT1G02210	0	0	0	0	0	0
AT1G02230	21	0	8	8	2	0
AT1G02310	64	0	55	3	0	0
AT1G02320	0	0	0	0	0	0
AT1G02350	54	52	37	41	34	35
AT1G02380	50	137	59	65	103	145
AT1G02390	101	1	91	18	6	6
AT1G02400	647	27	493	345	40	36
AT1G02450	11	0	6	8	0	0
AT1G02470	92	12	87	131	9	21
AT1G02480	0	0	0	0	0	0
AT1G02500	9423	7095	7747	9063	8740	8917
AT1G02510	0	0	0	0	0	0
AT1G02540	0	0	0	0	0	0
AT1G02550	0	0	0	0	0	0
AT1G02590	0	0	0	0	0	0
AT1G02600	0	0	0	0	0	0
AT1G02620	42	41	27	67	24	67
AT1G02650	35	53	21	58	43	76
AT1G02700	50	33	51	23	28	37
AT1G02705	51	37	33	22	50	53
AT1G02710	0	0	0	0	0	0
AT1G02760	0	0	0	0	0	0
AT1G02830	0	0	0	0	0	0
AT1G02850	2203	187	1627	696	367	334
AT1G02950	46	37	39	54	41	47
AT1G02952	0	0	0	0	0	0
AT1G02965	0	0	0	0	0	0
AT1G02970	23	29	21	33	62	45
AT1G03020	160	13	111	30	19	13
AT1G03055	20	79	17	15	74	80
AT1G03100	65	24	23	49	43	28
AT1G03106	14	0	26	0	1	0
AT1G03120	13	11	0	9	4	13
AT1G03180	37	68	25	38	75	36
AT1G03300	0	0	0	0	0	0
AT1G03310	866	433	643	729	815	839
AT1G03325	0	0	0	0	0	0
AT1G03395	0	0	0	0	0	0
AT1G03490	0	0	0	0	0	0
AT1G03502	0	0	0	0	0	0
AT1G03510	33	34	40	41	40	40
AT1G03515	0	0	0	0	0	0
AT1G03570	0	0	0	0	0	0
AT1G03640	0	0	0	0	0	0
AT1G03650	54	40	42	48	41	34
AT1G03720	0	0	0	0	0	0
AT1G03746	0	0	0	0	0	0
AT1G03810	0	0	0	0	0	0
AT1G03820	88	49	83	87	72	53
AT1G03880	0	0	0	0	0	0
AT1G03890	0	0	0	0	0	0
AT1G03905	68	22	48	51	35	25
AT1G03982	0	0	0	0	0	0
AT1G03993	0	0	0	0	0	0
AT1G03997	0	0	0	0	0	0
AT1G04003	0	0	0	0	0	0
AT1G04017	0	0	0	0	0	0
AT1G04023	0	0	0	0	0	0
AT1G04027	14	0	11	7	0	5
AT1G04033	0	0	0	0	0	0
AT1G04043	0	0	0	0	0	0
AT1G04047	41	3	46	15	4	19
AT1G04057	0	0	0	0	0	0
AT1G04077	0	0	0	0	0	0
AT1G04087	0	0	0	0	0	0
AT1G04100	34	41	43	28	22	41
AT1G04103	0	0	0	0	0	0
AT1G04105	0	0	0	0	0	0
AT1G04137	0	0	0	0	0	0
AT1G04143	0	0	0	0	0	0
AT1G04163	0	0	0	0	0	0
AT1G04167	0	0	0	0	0	0
AT1G04177	0	0	0	0	0	0
AT1G04183	0	0	0	0	0	0
AT1G04203	0	0	0	0	0	0
AT1G04207	0	0	0	0	0	0
AT1G04213	0	0	0	0	0	0
AT1G04227	0	0	0	0	0	0
AT1G04233	0	0	0	0	0	0
AT1G04243	0	0	0	0	0	0
AT1G04253	0	0	0	0	0	0
AT1G04257	0	0	0	0	0	0
AT1G04263	0	0	0	0	0	0
AT1G04283	0	0	0	0	0	0
AT1G04287	0	0	0	0	0	0
AT1G04293	0	0	0	0	0	0
AT1G04295	0	0	0	0	0	0
AT1G04307	0	0	0	0	0	0
AT1G04320	0	0	0	0	0	0
AT1G04323	27	0	17	11	10	14
AT1G04327	0	0	0	0	0	0
AT1G04333	0	0	0	0	0	0
AT1G04337	0	0	0	0	0	0
AT1G04343	0	0	0	0	0	0
AT1G04353	0	0	0	0	0	0
AT1G04363	0	0	0	0	0	0
AT1G04373	0	0	0	0	0	0
AT1G04377	0	0	0	0	0	0
AT1G04383	0	0	0	0	0	0
AT1G04387	0	0	0	0	0	0
AT1G04393	0	0	0	0	0	0
AT1G04403	0	0	0	0	0	0
AT1G04407	0	0	0	0	0	0
